age(kyr) mean(permil) sigma(permil)
57.100000 4.423005 0.104724
57.200000 4.418194 0.104988
57.300000 4.412818 0.105247
57.400000 4.406913 0.105495
57.500000 4.400521 0.105724
57.600000 4.393688 0.105931
57.700000 4.386470 0.106116
57.800000 4.378924 0.106282
57.900000 4.371118 0.106439
58.000000 4.363125 0.106600
58.100000 4.355748 0.107456
58.200000 4.348458 0.108293
58.300000 4.341898 0.109469
58.400000 4.334179 0.109509
58.500000 4.328781 0.110888
58.600000 4.325531 0.113538
58.700000 4.322675 0.115713
58.800000 4.317960 0.116285
58.900000 4.313563 0.114027
59.000000 4.308862 0.112401
59.100000 4.304586 0.110687
59.200000 4.301207 0.108112
59.300000 4.298106 0.107291
59.400000 4.295913 0.106269
59.500000 4.294234 0.106168
59.600000 4.293442 0.106120
59.700000 4.293562 0.105910
59.800000 4.294519 0.105979
59.900000 4.296394 0.106103
60.000000 4.299190 0.106280
60.100000 4.302907 0.106502
60.200000 4.307532 0.106763
60.300000 4.313047 0.107054
60.400000 4.319427 0.107368
60.500000 4.326641 0.107694
60.600000 4.334652 0.108026
60.700000 4.343417 0.108353
60.800000 4.352891 0.108671
60.900000 4.363022 0.108971
61.000000 4.373757 0.109248
61.100000 4.385037 0.109497
61.200000 4.396801 0.109715
61.300000 4.408986 0.109899
61.400000 4.421524 0.110046
61.500000 4.434346 0.110155
61.600000 4.447381 0.110225
61.700000 4.460558 0.110255
61.800000 4.473801 0.110247
61.900000 4.487039 0.110200
62.000000 4.500197 0.110117
62.100000 4.513204 0.109997
62.200000 4.525989 0.109844
62.300000 4.538484 0.109658
62.400000 4.550625 0.109443
62.500000 4.562352 0.109201
62.600000 4.573609 0.108934
62.700000 4.584346 0.108647
62.800000 4.594519 0.108342
62.900000 4.604090 0.108023
63.000000 4.613030 0.107694
63.100000 4.621315 0.107358
63.200000 4.628930 0.107021
63.300000 4.635870 0.106686
63.400000 4.642133 0.106357
63.500000 4.647729 0.106039
63.600000 4.652674 0.105735
63.700000 4.656990 0.105450
63.800000 4.660706 0.105187
63.900000 4.663856 0.104948
64.000000 4.666480 0.104736
64.100000 4.668619 0.104554
64.200000 4.670318 0.104401
64.300000 4.671623 0.104279
64.400000 4.672580 0.104187
64.500000 4.673233 0.104124
64.600000 4.673626 0.104088
64.700000 4.673796 0.104077
64.800000 4.673782 0.104088
64.900000 4.673612 0.104118
65.000000 4.673315 0.104163
65.100000 4.672910 0.104219
65.200000 4.672412 0.104282
65.300000 4.671831 0.104349
65.400000 4.671171 0.104417
65.500000 4.670427 0.104481
65.600000 4.669593 0.104540
65.700000 4.668654 0.104592
65.800000 4.667590 0.104636
65.900000 4.666375 0.104673
66.000000 4.664980 0.104702
66.100000 4.663369 0.104728
66.200000 4.661499 0.104752
66.300000 4.659325 0.104780
66.400000 4.656798 0.104817
66.500000 4.653863 0.104869
66.600000 4.650466 0.104943
66.700000 4.646548 0.105046
66.800000 4.642052 0.105186
66.900000 4.636923 0.105369
67.000000 4.631111 0.105601
67.100000 4.624571 0.105887
67.200000 4.617265 0.106228
67.300000 4.609168 0.106627
67.400000 4.600266 0.107081
67.500000 4.590556 0.107587
67.600000 4.580052 0.108139
67.700000 4.568779 0.108729
67.800000 4.556774 0.109347
67.900000 4.544087 0.109984
68.000000 4.530777 0.110626
68.100000 4.516909 0.111263
68.200000 4.502553 0.111882
68.300000 4.487785 0.112471
68.400000 4.472677 0.113021
68.500000 4.457305 0.113522
68.600000 4.441741 0.113965
68.700000 4.426055 0.114344
68.800000 4.410318 0.114652
68.900000 4.394597 0.114885
69.000000 4.378961 0.115042
69.100000 4.363478 0.115122
69.200000 4.348220 0.115126
69.300000 4.333261 0.115056
69.400000 4.318682 0.114918
69.500000 4.304568 0.114718
69.600000 4.291010 0.114466
69.700000 4.278104 0.114170
69.800000 4.265950 0.113842
