age(kyr) mean(permil) sigma(permil)
63.500000 4.671710 0.112969
63.600000 4.675833 0.111275
63.700000 4.679204 0.109254
63.800000 4.681366 0.107785
63.900000 4.682772 0.106969
64.000000 4.683188 0.106930
64.100000 4.682589 0.107427
64.200000 4.681349 0.107903
64.300000 4.678602 0.108654
64.400000 4.674674 0.109875
64.500000 4.670542 0.110847
64.600000 4.667025 0.111178
64.700000 4.664431 0.111703
64.800000 4.662490 0.111936
64.900000 4.661305 0.112400
65.000000 4.661222 0.113089
65.100000 4.661521 0.113551
65.200000 4.663525 0.114626
65.300000 4.665151 0.115557
65.400000 4.666860 0.117089
65.500000 4.667072 0.118303
65.600000 4.666880 0.119375
65.700000 4.665564 0.120399
65.800000 4.663915 0.120722
65.900000 4.661216 0.120750
66.000000 4.657914 0.120923
66.100000 4.653556 0.120062
66.200000 4.648817 0.118522
66.300000 4.644493 0.117302
66.400000 4.641695 0.116237
66.500000 4.638958 0.114408
66.600000 4.636158 0.112460
66.700000 4.633801 0.111417
66.800000 4.632070 0.109718
66.900000 4.630729 0.107216
67.000000 4.630052 0.105650
67.100000 4.629021 0.105037
67.200000 4.627874 0.104772
67.300000 4.626639 0.104780
67.400000 4.624467 0.104851
67.500000 4.621151 0.105386
67.600000 4.616429 0.106117
67.700000 4.611123 0.106545
67.800000 4.604730 0.107029
67.900000 4.597950 0.106579
68.000000 4.590507 0.106921
68.100000 4.583112 0.106233
68.200000 4.576461 0.105534
68.300000 4.569834 0.105074
68.400000 4.562943 0.104317
68.500000 4.555927 0.104468
68.600000 4.547321 0.106236
68.700000 4.537822 0.107282
68.800000 4.526227 0.108517
68.900000 4.513651 0.109432
69.000000 4.501606 0.110221
69.100000 4.490122 0.110814
69.200000 4.477961 0.111837
69.300000 4.464197 0.112930
69.400000 4.449218 0.114880
69.500000 4.433282 0.116631
69.600000 4.416756 0.119331
69.700000 4.400084 0.122509
69.800000 4.383321 0.126004
69.900000 4.366328 0.130217
70.000000 4.348149 0.134113
70.100000 4.327535 0.136760
70.200000 4.300867 0.138923
70.300000 4.266937 0.138744
70.400000 4.226891 0.136517
70.500000 4.186258 0.132243
70.600000 4.152624 0.125283
70.700000 4.130142 0.118664
70.800000 4.117084 0.112596
70.900000 4.110457 0.109218
71.000000 4.107620 0.107269
71.100000 4.105125 0.106053
71.200000 4.101825 0.106340
71.300000 4.098343 0.108517
71.400000 4.095130 0.110498
71.500000 4.093995 0.113225
71.600000 4.096773 0.115745
71.700000 4.102238 0.120088
71.800000 4.113379 0.124083
71.900000 4.131335 0.126670
72.000000 4.154062 0.127399
72.100000 4.178062 0.127128
72.200000 4.202553 0.128966
72.300000 4.228192 0.131580
72.400000 4.255488 0.132177
72.500000 4.283377 0.130134
72.600000 4.308684 0.124242
72.700000 4.328558 0.118393
72.800000 4.341153 0.113626
72.900000 4.349508 0.108367
73.000000 4.353840 0.104907
73.100000 4.352401 0.104185
73.200000 4.346185 0.105126
73.300000 4.337570 0.108427
73.400000 4.328710 0.112218
73.500000 4.315215 0.113908
73.600000 4.297544 0.114023
73.700000 4.278026 0.111355
73.800000 4.260758 0.104451
73.900000 4.246833 0.096656
74.000000 4.238207 0.092311
74.100000 4.233120 0.091419
74.200000 4.228379 0.092266
74.300000 4.221376 0.095575
74.400000 4.207055 0.100503
74.500000 4.182252 0.105335
74.600000 4.150656 0.109254
74.700000 4.112952 0.112951
74.800000 4.071017 0.116991
74.900000 4.026514 0.120217
75.000000 3.981539 0.122265
75.100000 3.937831 0.120527
75.200000 3.899287 0.114981
75.300000 3.867577 0.106789
75.400000 3.849799 0.099733
75.500000 3.845235 0.096040
75.600000 3.849720 0.094913
75.700000 3.858379 0.095123
75.800000 3.868518 0.094984
75.900000 3.878452 0.095214
76.000000 3.886760 0.095075
76.100000 3.894170 0.094022
76.200000 3.902516 0.094058
76.300000 3.912389 0.095371
76.400000 3.925880 0.097495
76.500000 3.942431 0.100277
76.600000 3.957283 0.100627
76.700000 3.968491 0.100430
76.800000 3.979172 0.099557
76.900000 3.990848 0.099095
77.000000 4.004277 0.099833
77.100000 4.019097 0.101507
77.200000 4.036813 0.103970
77.300000 4.055678 0.105818
77.400000 4.073522 0.104878
77.500000 4.089795 0.103004
77.600000 4.104534 0.100140
77.700000 4.116269 0.097556
77.800000 4.124726 0.095511
77.900000 4.130727 0.094191
78.000000 4.135092 0.093802
78.100000 4.137459 0.092817
78.200000 4.138298 0.093473
78.300000 4.136978 0.094428
78.400000 4.134103 0.094679
78.500000 4.130344 0.094458
78.600000 4.126029 0.094992
78.700000 4.120851 0.095716
78.800000 4.113917 0.097062
78.900000 4.105250 0.099067
79.000000 4.094288 0.100820
79.100000 4.081819 0.103166
79.200000 4.068935 0.104887
79.300000 4.057620 0.105801
79.400000 4.050013 0.106588
79.500000 4.046226 0.106834
79.600000 4.045317 0.109407
79.700000 4.045074 0.112069
79.800000 4.044742 0.112530
79.900000 4.043604 0.114134
80.000000 4.040560 0.115618
80.100000 4.036556 0.116465
80.200000 4.028259 0.116681
80.300000 4.017607 0.116168
80.400000 4.008216 0.114642
80.500000 3.996825 0.112147
80.600000 3.984067 0.109128
80.700000 3.971391 0.106482
80.800000 3.961058 0.105062
80.900000 3.950863 0.102991
81.000000 3.941569 0.100694
81.100000 3.933156 0.100852
81.200000 3.924223 0.102205
81.300000 3.915418 0.104302
81.400000 3.903428 0.106662
81.500000 3.888062 0.111132
81.600000 3.871598 0.113894
81.700000 3.852575 0.113923
81.800000 3.833365 0.111537
81.900000 3.818371 0.108405
82.000000 3.811522 0.106025
82.100000 3.808647 0.103754
82.200000 3.806883 0.101062
82.300000 3.807014 0.099209
82.400000 3.806336 0.098836
82.500000 3.803747 0.098717
82.600000 3.798310 0.098317
82.700000 3.791593 0.098272
82.800000 3.783113 0.097422
82.900000 3.774953 0.095966
83.000000 3.766788 0.094991
83.100000 3.759753 0.093584
83.200000 3.755738 0.094151
83.300000 3.752494 0.094493
83.400000 3.746497 0.093984
83.500000 3.736774 0.094616
83.600000 3.724708 0.096271
83.700000 3.714423 0.098285
83.800000 3.706799 0.100338
83.900000 3.698561 0.100780
84.000000 3.689977 0.102564
84.100000 3.678537 0.104399
84.200000 3.662269 0.105062
84.300000 3.644284 0.103736
84.400000 3.629840 0.100243
84.500000 3.617707 0.095266
84.600000 3.611929 0.093398
84.700000 3.610435 0.092249
84.800000 3.609609 0.091275
84.900000 3.606541 0.091109
85.000000 3.602539 0.091747
85.100000 3.600142 0.091696
85.200000 3.602576 0.092828
85.300000 3.611205 0.094526
85.400000 3.626507 0.097342
85.500000 3.647245 0.101252
85.600000 3.672345 0.104332
85.700000 3.700263 0.107738
85.800000 3.729914 0.111956
85.900000 3.758586 0.114481
86.000000 3.788122 0.115154
86.100000 3.818678 0.113464
86.200000 3.847083 0.108677
86.300000 3.870863 0.101828
86.400000 3.888144 0.097886
86.500000 3.901198 0.095195
86.600000 3.912652 0.094299
86.700000 3.926578 0.097306
86.800000 3.944189 0.102258
86.900000 3.964195 0.105657
87.000000 3.984453 0.110412
87.100000 4.004917 0.116494
87.200000 4.023828 0.121802
87.300000 4.040411 0.126842
87.400000 4.055160 0.132543
87.500000 4.069567 0.138117
87.600000 4.085880 0.140396
87.700000 4.110042 0.135981
87.800000 4.138766 0.127705
87.900000 4.169391 0.117224
88.000000 4.197020 0.108596
88.100000 4.217670 0.102621
88.200000 4.233595 0.100488
88.300000 4.244623 0.101344
88.400000 4.256687 0.100843
